Rating,Review Date,Employee,Description
5.0,"Dec 01, 2017","Current  Director  in Bellevue, Washington State",[' Best: Great benefits 50% 401K matching up to $9000K Worst: Outside of Corporate Benefits fall off a little bit']
5.0,"Nov 29, 2017","Current  Employee  in Redmond, Washington State","[' Great 401K and benefits, will take care of the entire family. Very good.']"
5.0,"Nov 29, 2017","Current  Operations Specialist  in Reno, Nevada","[' Prime Discounts, StayFit, 401k, are awesome!']"
5.0,"Nov 28, 2017","Current  Employee  in Seattle, Washington State","[' Comprehensive package including 50% 401K match, good health coverage and generous family leave policies. Vision and dental are standard, but decent.']"
5.0,"Nov 28, 2017","Current  Project Manager  in Dallas, Texas","[' the company has a great matching plan for 401k benefits, the health benefits are also extensive']"
5.0,"Nov 24, 2017","Former  Employee  in Danbury, Connecticut",[' Countless amounts of benefits that are easily accessible']
4.0,"Nov 25, 2017","Current  Optical Engineer II  in Redmond, Washington State",[' Maternity leave is very good']
5.0,"Nov 20, 2017","Current  Product Advisor  in Jacksonville, Florida","[' Excellent benefits, even for Part-Time sales associate positions. 401K, company matches 100% HSA contributions, Tuition reimbursement, even StayFit programs that can pay for gym fees or even athletic clothing.']"
5.0,"Nov 18, 2017","Current  Employee  in Redmond, Washington State",[' Microsoft has one of the best benefits for employees']
5.0,"Nov 16, 2017","Current  Employee  in Chicago, Illinois",[' They got you covered! No complaints']
5.0,"Nov 15, 2017","Former  Employee  in Redmond, Washington State","[' Health insurance, Stellar 401k matching program']"
5.0,"Nov 14, 2017","Former  Technical Account Manager  in Boulder, Colorado","[' HSA was great, match 401k 50% up to the max per year, PTO was 3 weeks']"
5.0,"Nov 14, 2017","Current  Employee  in New York, New York State","[' deductible, no co pays, kid life insurance']"
5.0,"Nov 13, 2017","Former  Employee  in Redmond, Washington State","[' Fantastic benefits and constantly getting better. Dramatically improved maternity and paternity leave just in the past few years, quality 401k, still some of the best healthcare benefits in town (though not quite as decadent as in years past), and most importantly: competent HR that is clearly working on making the benefits painless for employees to take advantage of.']"
4.0,"Nov 22, 2017","Former  Employee  in Redmond, Washington State",[' Fairly good and generous. They added some for employees to take care of their elderly parents.']
3.0,"Nov 21, 2017","Former  IT Analyst  in Humacao, Puerto Rico","[' Good paying salary, no work life balance as they preach']"
4.0,"Nov 15, 2017","Current  Employee  in Seattle, Washington State",[' Great benefits overall. I like it.']
5.0,"Nov 12, 2017","Current  Employee  in Redmond, Washington State","["" Solid set of benefits such that you're never really missing out on anything major. Great benefits if you have dependents.""]"
5.0,"Nov 08, 2017","Current  Employee  in Redmond, Washington State","[' Paid health insurance, and they contribute to your HSA annually. Have $800/year health dollars you can spend on anything health related, on-site fantastic cafeterias for about $8 lunches, 401(k) match, ESPP with 10% discount, performance based stock grants and cash bonus.']"
5.0,"Nov 07, 2017","Current  Employee  in Redmond, Washington State","["" Microsoft's compensation packages for full time employees is fantastic and competitive""]"
5.0,"Nov 07, 2017","Former  Software Engineer  in Mountain View, California",[' Best ever. Incredible coverage. Changed after ACA was implemented but still great.']
4.0,"Nov 12, 2017","Current  Employee  in Redmond, Washington State",[' Benefits are competitive for the industry.']
3.0,"Nov 10, 2017","Current  Employee  in New York, New York State","["" Best thing about being a consultant at Microsoft is that you can work remotely from home on your own time but you don't get any of the traditional benefits like vacation, paid time off, etc.""]"
4.0,"Nov 05, 2017","Former  Employee  in Mountain View, California","[' 401 K Match, RSU - Best Medical plan is not good like earlier High Deductible plan or HMo only']"
2.0,"Nov 06, 2017","Current  Data Soluiton Architect  in Las Vegas, Nevada","[' They place a lot of emphasis on their benefits. And they seem good on the surface, but really they have trimmed down a lot.']"
4.0,"Nov 05, 2017","Current  Employee  in Redmond, Washington State",[' 401k matching is great in helping to something away for retirement. Medical coverage for spouse cost extra if they are offered coverage at their job.']
4.0,"Nov 03, 2017","Former  Employee  in Seattle, Washington State",[' Breadth of benefits. Low cost. Variety of choice. Ability to access information online.']
5.0,"Nov 01, 2017","Current  Software Engineer  in Bellevue, Washington State","[' 3 weeks vacation, 10 holidays, 2 floating days. 10 sick days. Best part is the ""Stay Fit"" benefit. $800 towards any outdoor or fitness equipment.']"
5.0,"Oct 31, 2017","Current  Senior E-commerce Manager  in Seattle, Washington State","["" It's very good is most aspects, very hard to find fault. Maybe the not so great one is vacations, as it's not a lot and have a hard time using the time that you have, as there peer pressure to not too much.""]"
5.0,"Oct 31, 2017","Current  Employee  in Redmond, Washington State","[' 401k is 50% match. If you can match the IRS max limit of 18,000, Microsoft will add an additional 9,000.']"
5.0,"Nov 02, 2017","Former  Senior Content Developer  in Redmond, Washington State",[' The total benefits package was outstanding and competitive.']
5.0,"Oct 31, 2017","Former  Software Engineer  in Redmond, Washington State","[' In general Microsoft has very good benefits, probably amongst the best in industry, in particular the health/dental insurance were very good.']"
3.0,"Nov 02, 2017","Current  Employee  in Redmond, Washington State","["" Good benefits, solid health insurance, solid 401k, and vacation. Doesn't do the best job of adjusting salaries to market for employees there, causing high attrition.""]"
4.0,"Oct 31, 2017","Current  Employee  in Charlotte, North Carolina",[' ESPP and 401K are both very good; 10% discount off of MSFT stock and up to $18K per year contribution to 401K with 50% match.']
4.0,"Nov 02, 2017","Former  Software Engineer  in Richmond, Virginia",[' Prime card you can use a some local restaurants and attractions.']
4.0,"Nov 01, 2017","Current  Employee  in Redmond, Washington State",[' Generous paternal leave. The leave cannot be counted against you in reviews. You can split the leave into two segments.']
3.0,"Oct 27, 2017","Former  Employee  in Redmond, Washington State",[' Microsoft has decent benefits and pay. Quality of benefits have declined over the years but still competitive.']
5.0,"Oct 26, 2017","Former  Software Engineer(Internship)  in Bellevue, Washington State","[' As an intern, I had great perks that outweighed even my salary in value. Residence Inn with daily housekeeping worth $20,000. Dollar-for-dollar match of all my charitable donations. Free Xbox, and even $350 of credit toward eyewear (sunglasses included) for the vision health package for interns. The only perk that I had hoped for was free meals.']"
5.0,"Oct 26, 2017","Current  Employee  in Bellevue, Washington State","[' Microsoft provides top notch maternity and paternity leave and health benefits. In addition to this, with flexible working times and backup child care for cases where your kid is sick or your daycare is closed, it makes it truly possible for employees to do great work without having to put family second.']"
5.0,"Oct 26, 2017","Current  Senior Program Manager  in Redmond, Washington State",[' Great benefits for employees. Love that Microsoft has 20 weeks of Maternity leave benefits']
5.0,"Oct 24, 2017","Current  Employee  in Seattle, Washington State","[' Good benefit, good life work balance, marketing salary, good other benefits, prime card, maternity leave, good vacation date']"
5.0,"Oct 24, 2017","Former  Employee  in Redmond, Washington State",[' Great benefits really practical for families.']
5.0,"Oct 27, 2017","Current  Account Executive  in Downers Grove, Illinois",[' Comprehensive inclusive of Stay Fit Expense']
5.0,"Oct 27, 2017","Current  Sales Excellence Manager  in Redmond, Washington State","[' very good benefits, healthcare, 401K, stay fit, orca card etc. Worst thing yet to notice']"
5.0,"Oct 26, 2017","Current  Employee  in Redmond, Washington State",[' Great 401k matching and good ESPP plan. Medical and dental plans are good also. Plus free drinks !']
5.0,"Oct 25, 2017","Former  Employee  in Boston, Massachusetts","[' Lots of time off (I never took it), great health & dental, 401K match, stock buying program']"
5.0,"Oct 24, 2017","Former  Software Engineer  in Seattle, Washington State",[' Great benefits provided for those that work at Microsoft.']
5.0,"Oct 23, 2017","Former  Employee  in Natick, Massachusetts","["" The best thing about the benefits package is the Employee Stock Purchase Program. You're able to purchase Microsoft stock at a fraction of it's actual cost. I started working at Microsoft in 2013 and got in early. Since then I have seen a great return on investment!""]"
5.0,"Oct 23, 2017","Current  Employee  in Schaumburg, Illinois","[' 401K, vacation, reimbursement for school, leave, sick time, bereavement, etc.']"
5.0,"Oct 23, 2017","Former  Senior Support Escalation Engineer  in Irving, Texas",[' Parental Leave is excellent as well as 401k.']
5.0,"Oct 18, 2017","Former  Employee  in Issaquah, Washington State","[' Good benefits, one of the best I believe. Free membership in great sport club, 401k, very good health insurance.']"
